Prof,DT
1000,NaN
1250,160.5605
1300,159.041
1350,162.4852
1400,159.6488
1450,154.3812
1500,152.5578
1550,157.4202
1600,153.1656
1650,153.3682
1700,153.5708
1750,146.6824
1800,134.4672
1850,136.4832
1900,138.7008
1950,130.8384
2000,132.4512
2050,131.2416
2100,121.638
2150,111.55
2200,116.4
2250,115.43
2300,110.192
2350,110.386
2400,112.6
2450,114.6
2500,108.6
2550,109.6
2600,102.8
2650,106
2700,100.2
2750,98.6
2800,94.6
2850,94.6
2900,85.8
2950,84.6
3000,91.6
3050,94.2
3100,95.4
3150,94.6
3200,95.8
3250,90
3300,88.2
3350,89.6
3400,91
3450,90.4
3500,90.6
3550,102.2096
3600,105.2276
3650,109.2516
3700,101.0024
3750,105.63
3800,109.8552
3850,103.1198
3900,93.837
3950,103.1198
4000,103.1198
4050,99.891
4100,99.4874
4150,105.4116
4200,95.5416
4250,89.817
4300,84.2898
4350,91.1988
4400,84.2898
4450,86.60925
4500,90.146
